News_ID,Date,Subject,Title,Summary,Body,Short_link
833748,۱۴۰۱/۰۱/۱۷,اقتصادی,مزایای صندوق‌های سرمایه گذاری در سال 1401,راه‌های مختلف و بسیار زیادی برای سرمایه‌گذاری وجود دارد. مانند سرمایه گذاری در بازار مسکن، بورس، بازار رمز ارزها، خودرو، سرمایه گذاری در بانک‌ها، صندوق سرمایه گذاری و موارد دیگر، که فرد با در نظر گرفتن شرایط خود می‌تواند برای سرمایه گذاری اقدام کند.,"اکثر افراد در جامعه امروزی به این فکر هستند که سرمایه و پول خود را افزایش دهند. در نتیجه به دنبال راهی برای سرمایه گذاری می‌گردند که پرسود باشد. این موضوع با توجه به میزان ریسک پذیری سرمایه‌گذار و میزان درآمد و سرمایه‌اش متفاوت خواهد بود.
راه‌های مختلف و بسیار زیادی برای سرمایه‌گذاری وجود دارد. مانند سرمایه گذاری در بازار مسکن، بورس، بازار رمز ارزها، خودرو، سرمایه گذاری در بانک‌ها، صندوق سرمایه گذاری و موارد دیگر، که فرد با در نظر گرفتن شرایط خود می‌تواند برای سرمایه گذاری اقدام کند.

یکی از بهترین و پرسودترین راه‌های سرمایه گذاری در سال 1401، خرید صندوق‌ سرمایه گذاری است. این صندوق‌ها در انواع مختلف مانند سهامی، درآمد ثابت، مختلط و... وجود دارند که با توجه به ریسک‌پذیری خودتان، می‌توانید سرمایه‌گذاری را آغاز کنید.
سرمایه‌گذاری در صندوق‌ها، مزایای زیادی به همراه دارد که در ادامه این مطلب به برخی از آن اشاره می‌کنیم.
صندوق‌های سرمایه‌گذاری نقدشوندگی بالایی دارند
نقدشوندگی بسیار خوب در صندوق‌های سرمایه گذاری مهم‌ترین مزیت آن‌ها به حساب می‌آید. اگر شما جزو آن دسته افرادی هستید که ممکن است در طول مدت سرمایه گذاری خود به پول نقد احتیاج پیدا کنید، باید روشی را برای سرمایه گذاری انتخاب کنید که نقدشوندگی بالایی داشته باشد. در این صورت می‌توانید هر زمان که خواستید، سرمایه خود را نقد کنید. اما با سرمایه گذاری در بازار مسکن چه؟ باز هم این امکان وجود دارد که سرمایه‌تان به سرعت نقد شود؟
 سرمایه گذاری در صندوق‌ها یکی از آسان‌ترین روش‌ها برای سرمایه گذاری است
چرا می‌گوییم که سرمایه گذاری در صندوق‌ها آسان است؟ به این دلیل که تنها کاری که لازم است انجام دهید، انتخاب یک صندوق سرمایه گذاری با توجه به شرایطتان است.
 با سرمایه کم نیز امکان سرمایه گذاری در صندوق‌ها وجود دارد
بسیاری از افراد سرمایه زیادی ندارند که بخواهند برای سرمایه گذاری اقدام کنند. در صندوق‌‌ها این امکان وجود دارد که با سرمایه و پول کم هم سرمایه گذاری خود را شروع کنید و چه از این بهتر؟
 دارایی‌ها کاملا حرفه‌ای مدیریت می‌شوند
زمانی که شما تصمیم می‌گیرید سرمایه گذاری در صندوق‌ها را شروع کنید، در واقع مدیریت دارایی و سرمایه خود را به افراد کاردان و حرفه‌ای واگذار می‌کنید. در نتیجه این روش برای افرای که آشنایی کافی با بازارهای سرمایه و مالی ندارند، بهترین روش است.
در صندوق‌های سرمایه گذاری تنوع زیادی وجود دارد
همان‌طور که گفتیم صندوق‌ها انواع مختلفی مانند مختلط، سهامی، درآمد ثابت و کالایی دارند. اگر تمایل داشته باشید با سرمایه گذاری خود سود منظم دریافت کنید، می‌توانید در صندوق‌های درآمد ثابت سرمایه گذاری کنید. در حالی که اگر توانایی ریسک زیاد را داشته باشید، می‌توانید در صندوق‌های سرمایه گذاری سهامی سرمایه گذاری کنید و به همان نسبت سود بیشتری نسبت به صندوق‌های درآمد ثابت دریافت کنید.
علاوه بر مواردی که ذکر شد، مزایای دیگری مانند شفافیت اطلاعات، بازدهی مناسب، ریسک کم و ضامن نقدشوندگی نیز شامل صندوق‌های سرمایه گذاری می‌شود.
در نهایت به این نتیجه می‌رسیم که امروزه سرمایه گذاری در صندوق‌ها، با توجه به مزایایی که دارد، می‌تواند برای تمام افراد مناسب باشد و از آن بهره‌مند شوند. چه افرادی با سرمایه کم یا زیاد و چه افرادی که در بازارهای مالی تخصص دارند یا ندارند!
این روزها به راحتی می‌توانید از خانه سرمایه‌گذاری کنید و بازارهای سرمایه را دنبال کنید. در اپلیکیشین یا سایت سیگنال می‌توانید به راحتی اقدام به خرید آنلاین صندوق‌های سرمایه‌گذاری کنید.
                            ",https://www.asriran.com/003UtY
833749,۱۴۰۱/۰۱/۱۷,اخبار سلامت,علائم ابتلا به سویه نوترکیب کرونا چیست؟,در مورد علائم این سویه ترکیبی جدید باید همان علائم معمولی مانند آبریزش بینی، عطسه و گلو درد، تب، سرفه و از دست دادن چشایی یا بویایی را در نظر داشته باشید.,"ایسنا نوشت: سویه جدید XE ترکیبی از ۲ زیرسویه BA.۱ و BA.۲ امیکرون است به این معنا که سویه ترکیبی از ۲ ویروس یا سویه متفاوت تشکیل شده و ویژگی‌های هر ۲ را دارد.



۲۹ مارس سازمان بهداشت جهانی اعلام کرد که میزان انتقال XE ممکن است ۱۰ درصد نسبت به زیرشاخه غالب فعلی BA.۲ امیکرون بیشتر باشد.
اندرو فریدمن، کارشناس بیماری‌های عفونی از دانشگاه کاردیف ایالات متحده، در مورد خطرناک بودن این نوترکیب گفت: در این مرحله بی‌جهت نگران نیستم چون سویه نوترکیب یک اتفاق غیرعادی نیست.
در مورد علائم این سویه ترکیبی جدید باید همان علائم معمولی مانند آبریزش بینی، عطسه و گلو درد، تب، سرفه و از دست دادن چشایی یا بویایی را در نظر داشته باشید.
در حال حاضر اطلاعات کافی برای سنجش شدت XE یا اثربخشی واکسن در برابر آن وجود ندارد.

                           ",https://www.asriran.com/003UtZ
833747,۱۴۰۱/۰۱/۱۷,سیاسی,پیام علم‌الهدی در پی حمله به روحانیون در حرم رضوی,این فاجعه جانکاه را به محضر مقدس بقیة اللهِ فی الارضین ارواحنا فداه_ و مقام معظم رهبری مد ظله العالی و جامعه روحانیت، خصوصاً جمع خدمتگزار و جهادگر علما در پهنه‌های «حاشیه‌ی شهر» و خانواده آن شهید سعید، تبریک و تسلیت عرض می‌کنم,"مهر نوشت: علم‌الهدی نماینده ولی فقیه در خراسان رضوی در پی شهادت جهادگر شهید حجت‌الاسلام اصلامی پیام تسلیت صادر کرد.
 
متن پیام به این شرح است:
 
انالله و انا الیه راجعون
 
حادثه دلخراش هتک حریم ثامن الحجج (علیه السلام) و تهاجم مسلحانه به سه نفر از علمای جهادگر و خدمتگزار حاشیه شهر و شهادت جان‌گداز شخصیتی مجاهد و انقلابی، خیری خدوم برای قشر آسیب‌پذیر آن سامان، جناب حجت‌الاسلام والمسلمین آقای اصلانی، جانباز و برادر دو شهید، قلب هر ولایت‌مدار انقلابی را جریحه‌دار می‌کند.
 
این فاجعه جانکاه را به محضر مقدس بقیة اللهِ فی الارضین ارواحنا فداه_ و مقام معظم رهبری مد ظله العالی و جامعه روحانیت، خصوصاً جمع خدمتگزار و جهادگر علما در پهنه‌های «حاشیه‌ی شهر» و خانواده آن شهید سعید، تبریک و تسلیت عرض می‌کنم و برای این مرحوم، علو درجات و برای آن دو عزیز مجروح این حادثه، شفای عاجل از درگاه حضرت احدیت مسئلت می‌نمایم.                           ",https://www.asriran.com/003UtX
833746,۱۴۰۱/۰۱/۱۷,بین الملل,دختران پوتین در لیست تحریمی اتحادیه اروپا,این فهرست که قرار است تغییراتی در آن اعمال شود و به موجب این تغییرات، مسدود شدن دارایی‌ها و محدودیت‌های سفر جزو تحریم‌های جدید خواهند بود، امروز (چهارشنبه) برای تصویب مطرح می‌شود.,"ایسنا نوشت: هم زمان با اینکه اتحادیه اروپا ""اقدامات تنبیهی"" از جمله ممنوعیت واردات زغال سنگ از روسیه را اعلام کرده، بروکسل قصد دارد دختران ولادیمیر پوتین را با تحریم‌های جدید هدف قرار دهد.



به نوشته روزنامه دیلی تلگراف، نام «کاترینا تیخونووا» و « ماریا ورونتسوا»، دختران ولادیمیر پوتین، رئیس جمهوری روسیه که زندگی مخفیانه‌ای دارند، در پیش‌نویس فهرست افراد تحریمی است؛ از جمله تحریم‌شدگان می‌توان به سیاستمداران، الیگارش‌ها و خانواده‌های آن‌ها اشاره کرد.
این فهرست که قرار است تغییراتی در آن اعمال شود و به موجب این تغییرات، مسدود شدن دارایی‌ها و محدودیت‌های سفر جزو تحریم‌های جدید خواهند بود، امروز (چهارشنبه) برای تصویب مطرح می‌شود.

خانم ورونتسوا مالک یک پروژه سرمایه‌گذاری در حوزه سلامت و بهداشت است و خانم تیخونووا یک موسسه هوش مصنوعی را در مسکو اداره می‌کند؛ بدین ترتیب این اقدام اتحادیه اروپا ""بسیار نمادین"" است تا مشخص شود که آیا دختران ولادیمیر پوتین دارایی‌هایی را در خارج از مسکو دارند یا خیر.
علاوه بر این، کمیسیون اروپا بسته‌ تحریمی جدیدی را علیه روسیه معرفی می‌کند، اقدامات محدودکننده‌ای از جمله ممنوعیت واردات زغال‌سنگ روسیه و ارسال تجهیزات جدید به این کشور.
اورزولا فون درلاین، رئیس کمیسیون اروپا گفت: ما همگی تصاویر وحشتناکی که از بوچا و سایر مناطق در اوکراین منتشر شده را مشاهده کردیم. این جنایات بی‌پاسخ نخواهد ماند.
همچنین در این خصوص، لیز تراس، وزیر امور خارجه انگلیس اظهار کرد که تحریم‌های غرب، اقتصاد روسیه را به ""دوران اتحاد جماهیر شوروی"" بازگردانده است و همچنین وی خواستار ""اقدامات سخت‌تری"" از جمله ارسال تجهیزات به کی‌یف شد تا جنگ در اوکراین را متوقف کند.
این سیاستمدار انگلیسی افزود که این اقدامات جدید با همکاری گروه ۷ (G۷) و اتحادیه اروپا انجام خواهد شد؛ اقداماتی که می‌تواند تحریم‌ها را علیه موسسات مالی در روسیه بیشتر کند.
از طرفی، سفیران اتحادیه اروپا درخصوص محدودیت‌های تجارتی علیه چهار بانک روسی، بخش کشاورزی و تولیدات و مواد غذایی و انرژی گفت‌وگو خواهند کرد. این در حالیست که سفیر روسیه در اتحادیه اروپا با اشاره به هشدار پوتین مبنی بر اینکه مسکو صادرات مواد غذایی به کشورهای ""متخاصم"" را به دقت ""نظارت"" خواهد کرد، نسبت به اقدام تلافی‌جویانه هشدار داد.______________* حالا که صحبت از دختران پوتین شده، بد نیست که پوتین و مادر این دختران چند سال پیش از هم جدا شدند؛ در آن زمان، مهریه 7 میلیارد دلاری همسر سابق پوتین خبرساز شده بود: اینجا را کلیک کنید(+عکس).

                           ",https://www.asriran.com/003UtW
833744,۱۴۰۱/۰۱/۱۷,عمومی,"لحظه شلیک موشک های بالستیک ""اسکندر"" روسی به اوکراین (فیلم)","لحظاتی از شلیک همزمان چهار تیر موشک بالستیک ""اسکندر"" به سمت اهدافی در استان خارکف اوکراین از سوی روسیه را ببینید.","کد ویدیو  دانلود    فیلم اصلی          

  

    کد ویدیو  دانلود    فیلم اصلی          
                           ",https://www.asriran.com/003UtU
833743,۱۴۰۱/۰۱/۱۷,اقتصادی,"وزیر کار و رفاه: ۱۴ میلیون نفر در کشور شغل ""شایسته‌ای"" ندارند/ ۶ـ ۷‌میلیون دارای شغل ""غیررسمی‌"" هستند",به منظور توسعه اشتغال باید در مرحله اول شناسایی جامعه هدف و آموزش را به منظور ارتقای مهارت‌ها در دستور کار قرار گیرد.,"به گفته وزیر تعاون، کار و رفاه اجتماعی در کشور ۱۴ میلیون تن از شغل شایسته‌ای برخوردار نیستند، حدود ۶ تا ۷ میلیون شغل غیر رسمی و ۲ میلیون اشتغال ناقص وجود دارد، همچنین افرادی نیز وجود دارند که از درآمد مکفی برخوردار نیستند.

به گزارش ایسنا، حجت‌الله عبدالملکی در نشست شورای اداری استان تهران از افزایش بیش از ۵۰۰ هزار بیمه شده تحت پوشش تامین اجتماعی خبرداد.
وی در ادامه با اشاره به نقش نیروی اشتغال در جامعه گفت: در هر جامعه نیروی انسانی از موارد حائز اهمیت است که باید به منظور اشتغال این افراد برنامه‌ریزی‌هایی من جمله تعیین و شناسایی جامعه هدف به منظور ایجاد اشتغال صورت گیرد.
وی با بیان اینکه نیروی کار اولویت یک مجموعه است، افزود: در کشور ۱۴ میلیون نفر از شغل شایسته‌ای برخوردار نیستند، حدود ۶ تا ۷ میلیون شغل غیر رسمی و ۲ میلیون اشتغال ناقص موجود است، همچنین افرادی نیز وجود دارند که از درآمد مکفی برخوردار نیستند.
وزیر تعاون، کار و رفاه اجتماعی در خصوص توسعه اشتغال در کشور ادامه داد: به منظور توسعه اشتغال باید در مرحله اول شناسایی جامعه هدف و آموزش را به منظور ارتقای مهارت‌ها در دستور کار قرار گیرد.
عبدالملکی با اشاره به فرهنگ سازی در حوزه اشتغال گفت: باید برنامه‌ریزی مناسبی به منظور فرهنگ سازی حوزه اشتغال صورت گیرد. همچنین در قالب ۷۱ دستگاه اجرائی مشخص شده همچون وزراتخانه، بخش‌های مردمی و دیگر دستگاه‌ها، ۲۲۲ طرح اشتغالزایی در قالب تفاهم‌نامه تصویب شده‌ است.
وی تاکید کرد: سامانه رصد، بستری برای ایجاد اشتغال است، همچنین دستگاه‌های اجرائی در تعامل یکدیگر به منظور تحقق شعار سال فعالیت می‌کنند.
                           ",https://www.asriran.com/003UtT
833739,۱۴۰۱/۰۱/۱۷,ورزشی,کری خوانی دوباره هالک ایرانی: مارتین فورد فرار کرد (فیلم),سجاد غریبی به کنسل شدن مسابقه‌اش با مارتین فورد واکنش نشان داد و گفت: من ماه‌ها در دمای زیر صفر تمرین کردم، کاهش وزن دادم تا آماده باشم. مسابقه از طرف من کنسل نیست. سازمان بوکس استار به زودی جایگزین فورد را انتخاب می‌کند. منبع:خبرفوری,کد ویدیو  دانلود    فیلم اصلی                                     ,https://www.asriran.com/003UtP
833741,۱۴۰۱/۰۱/۱۷,اجتماعی ,نفوذ سامانه بارشی جدید به کشور,در این روز دریای خزر مواج می‌شود و کاهش دما در استان‌های ساحلی خزر رخ خواهد داد. یکشنبه(۲۱ فروردین) نیز در نوار شمالی کشور بارش پراکنده پیش‌بینی می‌شود.,"رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا از ورود سامانه بارشی به کشور و کاهش دما در استان‌های ساحلی خزر خبر داد.
 
صادق ضیاییان در گفت و گو با ایسنا درباره شرایط جوی کشور اظهارکرد: از بعدازظهر چهارشنبه (۱۷ فروردین) با نفوذ سامانه بارشی از سمت شمال غرب به کشور در برخی نقاط استان‌های آذربایجان شرقی و غربی، افزایش ابر، رگبار باران، گاهی رعد و برق و وزش باد شدید موقت رخ خواهد داد. در این روز در دامنه‌های جنوبی البرز شرقی و شمال شرق و شرق کشور نیز وزش باد نسبتا شدید برقرار است و در برخی نقاط احتمال خیزش گرد و خاک وجود دارد.
 
وی افزود: روز پنجشنبه (۱۸ فروردین) در پی نفوذ سامانه بارشی به کشور در برخی نقاط استان‌های آذربایجان شرقی،،آذربایجان غربی، اردبیل، زنجان، کردستان، قزوین، البرز، تهران، استان‌های ساحلی خزر و ارتفاعات استان‌های سمنان، همدان، مرکزی رگبار باران، گاهی رعد و برق و وزش باد شدید موقت پیش‌بینی می‌شود. روز جمعه (۱۹ فروردین) نیز در شمال غرب کشور حاکمیت این وضعیت دور از انتظار نیست.
 
به گفته ضیاییان و از اواخر وقت چهارشنبه و روز پنجشنبه تشکیل گرد و خاک روی عراق و انتقال آن به استان‌های واقع در نوار غربی کشور پیش‌بینی می‌شود علاوه بر این مناطق، طی روزهای پنجشنبه و جمعه در مناطق مرکزی و استان‌های واقع در دامنه‌های جنوبی البرز و شمال شرق و شرق کشور وزش باد در برخی ساعات شدید خواهد بود و در نقاط مستعد احتمال خیزش گرد و خاک وجود دارد.
 
رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا با اشاره به ورود موج بارشی  به کشور در روز شنبه (۲۰ فروردین) اظهار کرد: ورود این سامانه در شمال غرب، سواحل غربی و مرکزی خزر، دامنه‌های جنوبی البرز مرکزی و برخی نقاط غرب سبب رگبار و رعد و برق وزش باد شدید موقت، در برخی نقاط خیزش  گرد و خاک و در نقاط مستعد بارش تگرگ خواهد شد.
 
به گفته ضیاییان در این روز دریای خزر مواج می‌شود و کاهش دما در استان‌های ساحلی خزر رخ خواهد داد. یکشنبه(۲۱ فروردین) نیز در نوار شمالی کشور بارش پراکنده پیش‌بینی می‌شود.
 
رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا درباره وضعیت جوی تهران طی دو روز آینده نیز اظهار کرد: آسمان تهران فردا (۱۸ فروردین‌) نیمه‌ابری و از بعد از ظهر به‌تدریج ابری و گاهی رگبار و رعد و برق و وزش باد شدید  و احتمال گرد و خاک با حداقل دمای ۱۷ و حداکثر دمای ۲۸ و روز جمعه (۱۹ فروردین‌) نیمه ابری و همراه با وزش باد و گاهی وزش باد شدید با حداقل دمای ۱۶ و حداکثر دمای ۲۹ درجه سانتیگراد پیش‌بینی می‌شود.
 
ضیائیان در پایان گفت: طی امروز و فردا (۱۷ و ۱۸ فروردین‌) اهواز با دمای ۳۷ درجه سانتیگراد گرم‌ترین و شهرکرد با دمای ۱- درجه سانتیگراد سردترین مراکز استان کشور هستند.                           ",https://www.asriran.com/003UtR
833734,۱۴۰۱/۰۱/۱۷,اجتماعی ,احتمال شیوع سرخک؛ آنچه باید درباره سرخک بدانید/کودکان ۴ تا ۵ سال واکسن بزنند (فیلم),این بیماری اگرچه همیشه کشنده نیست اما امکان مرگ و میر در آن هست.,"کد ویدیو  دانلود    فیلم اصلی          
 
عصر ایران؛ گفته می‌شود امکان شیوع سرخک، به خصوص در بین کودکان وجود دارد. کودکان یکبار در ۱۲ ماهگی و دوباره در ۴ یا ۵ سالگی باید واکسن سرخک بزنند.
این بیماری اگرچه همیشه کشنده نیست اما امکان مرگ و میر در آن هست. از سوی دیگر شدت ابتلا آن بالاست و همه اعضای یک خانواده را می‌تواند درگیر کند.
این گزارش را ببینید تا بیشتر درباره سرخک بدانید.                           ",https://www.asriran.com/003UtK
833738,۱۴۰۱/۰۱/۱۷,اجتماعی ,ماجرای قطع درختان دانشگاه تهران و حمله به ماموران شهرداری با گاز اشک آور (فیلم),مجری تلویزیون: باورکردنی نیست که با گاز اشک‌آور به کارکنان شهرداری حمله می‌شود.,کد ویدیو  دانلود    فیلم اصلی                                     ,https://www.asriran.com/003UtO
